KT,KM,LT_m2,LB_m2,harga_rupiah
2,2,657.67,175.99,718996362
2,1,106.73,56.0,384684553
2,2,748.74,165.92,750000000
3,2,400.0,239.43,450000000
3,2,534.73,107.58,707583744
3,2,362.34,189.48,631172207
3,2,182.06,102.3,450000000
2,2,313.15,155.67,750000000
3,2,400.0,248.32,450000000
2,2,678.5,186.02,721505516
3,2,161.85,108.12,450000000
3,2,400.0,243.84,450000000
2,1,944.71,168.42,700000000
2,1,164.59,105.7,424976023
3,2,149.59,105.34,744468413
2,2,563.72,130.71,707677385
2,1,665.74,125.5,700000000
3,2,400.0,219.86,450000000
3,2,355.0,183.78,450000000
2,2,107.44,154.0,450000000
3,2,349.11,220.2,450000000
2,2,105.83,95.0,450000000
4,1,129.6,65.52,463998173
3,2,320.33,171.29,450000000
2,2,105.41,97.54,450000000
2,2,140.05,138.29,450000000
2,1,104.76,47.55,345251868
3,2,321.37,121.21,750000000
2,1,1639.29,300.0,709079886
2,1,171.13,112.68,437183079
2,1,1041.59,183.32,700000000
2,1,901.28,258.06,640085142
3,2,317.97,102.77,723100290
2,1,568.53,110.54,700000000
3,2,167.57,112.33,450000000
3,2,400.0,229.31,450000000
3,2,400.0,200.0,450000000
4,1,178.78,94.36,469427288
2,2,109.73,71.63,450000000
2,1,120.44,109.77,388491152
3,2,193.07,125.43,450000000
2,2,1194.74,215.23,728256659
3,2,400.0,215.17,450000000
3,2,680.72,146.59,750000000
2,1,1419.41,241.45,700000000
6,1,169.32,56.44,492373048
2,2,130.17,143.05,450000000
3,2,136.74,89.66,450000000
3,2,305.84,166.07,450000000
2,2,319.22,157.13,750000000
6,1,187.88,65.55,506563299
2,1,109.48,67.77,439579592
3,2,283.63,103.29,727458031
2,1,1699.78,300.0,705661902
3,2,400.0,200.76,450000000
2,2,107.58,84.5,450000000
2,1,662.06,124.93,700000000
3,2,382.43,193.67,450000000
2,2,167.2,125.2,450000000
3,2,260.46,137.45,450000000
2,1,147.35,87.3,392778561
3,2,225.71,121.87,450000000
3,2,400.0,202.74,450000000
2,2,377.17,171.03,750000000
3,2,221.77,145.63,450000000
3,2,300.93,229.4,600463202
2,1,1366.45,233.3,700000000
2,2,128.05,144.07,450000000
3,2,400.0,223.13,450000000
3,1,178.16,114.71,454007219
3,2,400.0,232.68,450000000
5,1,179.31,76.9,482652340
3,2,400.0,236.88,450000000
3,2,321.83,102.71,722610897
3,2,411.51,101.35,711230241
2,2,140.45,138.1,450000000
3,2,400.0,242.96,450000000
2,1,729.3,135.28,700000000
2,1,1358.94,300.0,724918389
3,2,307.0,195.54,450000000
2,1,171.61,113.19,438078426
2,2,847.59,245.64,750000000
2,1,146.54,86.45,391282369
3,2,335.1,122.18,750000000
2,2,98.99,160.52,450000000
2,2,150.07,133.46,450000000
2,2,250.03,140.54,750000000
3,2,704.75,148.29,750000000
3,2,211.0,131.89,450000000
3,2,594.95,120.73,720731206
2,1,109.4,46.83,321948954
3,2,178.69,120.25,450000000
3,2,144.15,95.11,450000000
3,2,150.49,99.77,450000000
3,2,385.11,194.63,450000000
3,2,449.99,132.51,674996047
3,2,341.98,202.71,620990559
2,1,172.39,120.0,444902714
2,2,271.96,145.8,750000000
6,1,163.79,74.21,490465614
6,1,176.89,57.87,498172517
3,2,400.0,226.4,450000000
2,2,267.28,182.59,450000000
3,2,385.41,194.74,450000000
2,1,161.16,102.04,418573866
3,2,400.0,200.0,450000000
2,1,142.33,81.95,383414638
2,2,558.42,214.49,750000000
2,2,101.01,123.93,450000000
2,2,810.91,216.05,750000000
3,2,400.0,242.24,450000000
3,2,541.66,109.1,709096407
2,1,111.8,76.91,443089281
3,2,400.0,200.0,450000000
3,2,317.13,170.14,450000000
3,2,400.0,213.54,450000000
2,2,647.74,171.2,717800023
3,2,400.0,229.56,450000000
2,1,1777.53,300.0,701269318
3,1,281.26,202.52,584384740
3,2,317.63,163.08,450000000
3,2,400.0,232.95,450000000
2,1,103.54,42.17,312438639
3,2,400.0,238.9,450000000
2,1,120.33,58.49,342350472
2,2,299.93,186.88,450000000
2,1,103.14,40.59,312759475
2,2,108.44,79.37,450000000
2,1,162.99,103.99,421988252
3,2,217.64,134.28,450000000
3,2,242.82,103.92,732637305
6,1,179.52,69.72,488090861
2,1,1693.5,285.08,704972070
2,1,107.86,59.45,331885497
3,2,338.34,177.78,450000000
2,1,687.59,128.86,700000000
3,2,350.76,177.93,450000000
2,1,105.78,51.92,365605694
3,2,155.43,103.4,450000000
2,2,106.93,88.45,450000000
2,2,153.67,131.73,450000000
2,1,103.81,149.01,455183209
2,1,1786.07,298.05,700650096
2,2,170.9,123.42,450000000
6,1,165.45,57.33,489605687
3,2,506.08,101.33,701326610
2,1,1564.13,263.71,700000000
2,1,146.73,86.64,391625819
3,2,272.04,103.47,728928772
2,1,98.01,155.71,444633586
2,1,1526.17,287.22,681744356
3,2,400.0,217.09,450000000
2,1,1522.16,261.09,712971172
5,1,153.42,60.08,481015380
3,2,400.0,220.49,450000000
5,1,179.46,71.69,486596818
3,2,291.0,151.14,450000000
2,2,805.15,211.41,750000000
3,2,449.93,130.29,750000000
3,2,303.18,193.3,450000000
2,1,139.2,120.0,414723288
2,2,173.72,122.06,450000000
3,2,126.07,81.82,450000000
2,2,219.35,133.18,750000000
2,1,1629.01,273.69,700000000
3,2,425.33,128.55,750000000
3,2,201.41,128.44,450000000
2,2,98.0,141.99,450000000
3,2,631.63,128.74,728739325
3,2,400.0,200.0,450000000
3,2,400.0,236.57,450000000
2,2,133.04,141.67,450000000
2,1,107.43,59.0,398686951
2,2,106.13,93.21,450000000
3,2,119.48,76.97,450000000
3,1,178.33,109.11,458253488
3,2,176.94,119.22,450000000
3,2,145.75,96.28,450000000
2,1,1616.13,274.25,708583964
2,2,801.99,245.54,736384634
3,2,724.79,149.08,749080466
2,1,97.4,156.57,445714940
3,1,285.87,209.28,588224892
2,1,146.24,86.12,390712307
2,2,327.71,159.17,750000000
2,1,115.8,92.29,427708900
2,1,114.53,87.43,432571019
2,2,243.74,139.03,750000000
2,1,609.63,244.45,620642127
2,2,912.95,298.35,750000000
2,2,858.19,272.62,743155718
2,1,172.5,120.0,445000932
2,1,109.12,66.22,432344611
3,2,267.37,152.21,450000000
3,2,400.0,219.97,450000000
2,1,935.45,166.99,700000000
2,1,727.98,135.07,700000000
2,2,899.08,287.16,750000000
2,1,1351.5,237.18,720938526
3,2,314.94,169.35,450000000
2,2,102.78,113.3,450000000
3,2,510.76,102.35,702348298
2,2,97.49,145.03,450000000
3,2,400.0,200.0,450000000
6,1,174.2,55.32,495860067
5,1,227.62,123.85,539684789
6,1,162.83,57.93,487732545
2,2,104.16,105.04,450000000
3,2,219.75,104.27,735565313
3,2,321.04,171.55,450000000
3,2,129.1,84.05,450000000
3,2,157.8,105.14,450000000
3,2,400.0,221.68,450000000
2,1,106.33,54.28,376647056
4,1,178.67,97.8,466816442
2,1,582.12,112.63,700000000
2,1,163.29,120.0,436628605
3,2,163.38,109.25,450000000
2,1,540.54,106.24,700000000
2,1,693.4,248.36,626226404
2,2,433.58,184.55,750000000
3,2,113.5,72.57,450000000
3,2,400.0,224.82,450000000
3,2,310.5,167.75,450000000
3,2,325.8,173.26,450000000
3,1,126.04,66.33,461454390
2,1,638.58,121.32,700000000
3,1,290.98,216.78,592486222
3,2,159.52,106.41,450000000
3,2,400.0,224.77,450000000
3,2,300.13,119.71,750000000
3,2,400.0,200.0,450000000
2,2,715.66,252.2,750000000
3,2,218.16,134.47,450000000
2,2,268.27,144.91,750000000
3,2,245.78,144.42,450000000
2,1,853.79,154.43,700000000
4,1,138.68,63.44,470488467
5,1,154.73,59.78,481951305
2,2,122.93,163.66,450000000
2,1,1675.97,294.21,691731358
3,2,369.63,232.21,450000000
2,1,174.27,116.02,443033230
3,2,300.99,164.32,450000000
3,1,277.78,197.42,581486707
2,2,101.87,118.77,450000000
3,2,400.0,200.0,450000000
2,2,322.63,157.95,750000000
3,2,220.94,145.15,450000000
3,2,400.0,217.06,450000000
2,1,116.85,95.38,372304891
3,2,400.0,200.0,450000000
2,2,98.75,137.53,450000000
2,1,106.43,54.68,378519495
3,2,162.96,108.94,450000000
2,2,115.98,108.39,750000000
2,1,174.92,120.0,447202967
2,2,907.67,294.09,750000000
2,1,1417.25,241.12,700000000
3,2,378.32,190.28,450000000
2,1,734.75,136.12,700000000
2,2,130.86,142.72,450000000
3,2,400.0,200.0,450000000
2,1,103.24,41.02,314752437
3,1,120.72,127.93,465128987
2,2,119.68,148.11,450000000
3,2,378.07,190.17,450000000
3,2,184.43,122.32,450000000
3,2,400.0,202.79,450000000
2,1,138.57,77.94,376389990
2,1,167.65,108.96,430685971
2,1,99.35,153.78,442227470
4,1,261.71,173.84,568089953
3,2,215.98,133.69,450000000
3,2,186.22,122.96,450000000
3,2,137.45,90.19,450000000
2,1,120.25,58.4,342201237
2,1,1643.26,275.89,700000000
3,2,400.0,200.0,450000000
2,1,103.5,147.85,434814439
2,1,118.58,103.01,416993748
3,2,400.0,236.24,450000000
2,2,741.16,159.8,750000000
3,2,330.01,174.78,450000000
2,1,113.79,83.16,358554216
2,2,112.37,151.63,450000000
3,2,400.0,234.06,450000000
2,2,100.61,126.33,450000000
3,2,702.89,144.3,744298887
4,1,136.89,63.85,469206841
2,2,294.46,151.19,750000000
3,2,400.0,201.22,450000000
3,1,119.09,67.92,456495056
3,2,400.0,200.0,450000000
3,1,118.77,68.0,456264916
3,2,400.0,223.55,450000000
2,1,968.93,300.0,746953385
3,2,603.64,141.15,750000000
2,2,729.38,150.31,750000000
2,1,142.29,120.0,417535591
3,2,400.0,238.36,450000000
3,2,400.0,220.1,450000000
3,2,293.47,187.62,450000000
4,1,178.74,95.42,468624727
2,2,361.47,194.95,450000000
3,2,181.53,122.07,450000000
3,2,400.0,200.0,450000000
4,1,249.87,156.47,558223322
3,2,272.01,103.47,728932150
3,2,323.9,165.89,450000000
3,2,400.0,238.06,450000000
3,2,400.0,244.48,450000000
3,2,321.27,203.9,450000000
3,2,386.83,101.72,714361950
2,1,744.46,250.74,629630812
2,1,104.64,47.01,342705085
3,2,122.21,75.47,450000000
2,2,109.73,71.61,450000000
2,1,109.91,69.63,448281135
4,1,248.67,154.71,557222687
3,2,314.68,169.25,450000000
2,2,855.41,251.95,750000000
2,2,106.73,89.64,450000000
3,1,178.1,116.7,452501941
3,2,400.0,210.68,450000000
2,1,1720.87,300.0,704470550
3,2,307.3,166.59,450000000
3,2,701.32,143.96,743955915
2,2,173.41,122.21,450000000
5,1,179.07,84.85,476629924
3,2,151.71,100.67,450000000
2,2,760.07,175.06,750000000
2,2,109.87,70.79,450000000
3,2,348.57,219.88,450000000
3,2,190.71,124.58,450000000
2,1,1225.06,300.0,732482332
2,2,104.12,105.3,450000000
3,2,286.18,158.98,450000000
3,2,196.88,104.62,738466509
3,2,215.98,113.77,750000000
3,2,400.0,200.0,450000000
3,2,612.85,141.8,750000000
2,1,118.59,102.37,380162603
2,2,100.25,128.49,450000000
2,1,575.2,111.57,700000000
2,2,131.0,111.99,750000000
3,2,400.0,205.81,450000000
3,2,194.04,125.78,450000000
3,1,178.01,119.66,450254609
2,2,148.04,166.96,450000000
3,2,312.03,198.49,450000000
2,2,98.63,138.24,450000000
2,1,1404.83,239.2,700000000
2,1,530.84,240.77,615389591
2,1,167.87,120.0,440791656
2,1,1559.62,266.33,711222029
2,1,635.73,245.67,622381761
3,2,394.46,126.37,750000000
2,1,114.86,87.44,363364594
2,2,445.71,187.46,750000000
3,2,400.0,245.43,450000000
2,2,96.84,148.97,450000000
3,2,400.0,213.28,450000000
2,1,119.37,125.18,406475746
3,2,400.0,244.44,450000000
3,2,123.47,105.73,747782575
3,2,208.61,131.03,450000000
3,2,424.95,101.14,709524196
3,2,400.0,200.0,450000000
2,1,115.84,92.46,427542869
3,2,519.92,104.35,704349338
3,2,381.69,176.9,640845321
3,2,338.18,122.4,750000000
2,2,777.31,188.96,750000000
2,1,859.55,155.32,700000000
2,1,1268.92,225.62,724793787
3,2,137.93,105.51,745947689
5,1,161.28,77.34,488990840
2,2,121.29,147.33,450000000
2,2,853.41,285.23,750000000
3,2,400.0,242.56,450000000
4,1,240.58,142.85,550485347
3,2,396.12,167.52,648058658
2,2,103.89,106.68,450000000
2,2,773.17,265.99,750000000
2,1,142.13,120.0,417390460
3,2,131.89,86.1,450000000
3,2,148.47,98.29,450000000
3,2,561.15,113.35,713351414
3,2,653.39,144.66,750000000
3,1,178.41,106.63,460128699
2,1,159.21,120.0,432922592
2,2,756.79,172.41,750000000
3,2,207.46,137.25,450000000
2,2,621.03,158.33,714581851
2,1,119.74,106.96,385331200
2,2,105.46,97.23,450000000
2,1,114.16,85.99,434007039
2,1,1227.92,273.3,661861138
3,1,116.02,133.79,462364168
3,2,400.0,200.0,450000000
3,1,118.34,68.09,455956462
2,2,108.08,81.53,450000000
2,1,343.87,232.05,602924728
3,2,361.33,186.07,450000000
2,1,130.09,120.0,406443493
2,2,791.33,200.27,750000000
3,2,400.0,200.0,450000000
2,2,108.34,153.57,450000000
3,2,400.0,200.0,450000000
2,2,779.2,267.43,750000000
2,1,1350.89,300.0,725373387
2,1,309.58,230.45,600638587
3,2,158.48,105.65,450000000
3,2,314.96,169.35,450000000
2,2,911.5,297.18,750000000
3,2,400.0,200.0,450000000
5,1,179.48,71.15,487009821
2,1,150.55,90.72,398760798
3,2,408.0,159.8,653998538
2,2,591.36,144.03,711007730
2,1,121.61,114.65,405349032
2,1,164.86,120.0,438051395
2,1,106.79,56.24,385777321
2,1,175.96,120.0,448149600
2,2,199.27,173.67,450000000
2,1,1322.41,226.52,700000000
2,2,379.27,197.28,450000000
3,2,400.0,205.13,450000000
6,1,187.53,65.05,506277151
3,2,247.29,160.57,450000000
3,2,400.0,246.61,450000000
2,2,99.51,132.91,450000000
2,2,153.78,131.67,450000000
3,2,473.46,100.4,703367530
2,1,1284.78,300.0,729108523
3,2,513.51,134.78,750000000
3,2,586.81,118.95,718954224
2,1,103.91,43.66,314116783
3,2,118.74,76.42,450000000
3,2,394.11,197.88,450000000
2,1,1759.54,293.78,700000000
2,2,98.76,137.47,450000000
3,2,400.0,206.5,450000000
3,2,231.67,139.34,450000000
3,2,400.0,200.0,450000000
2,1,103.15,40.66,313097297
2,1,920.69,164.72,700000000
2,2,501.31,200.8,750000000
3,2,454.08,129.85,677040742
3,2,248.31,145.34,450000000
3,2,239.31,127.97,450000000
3,2,400.0,200.0,450000000
2,2,912.67,299.44,750000000
3,2,400.0,200.0,450000000
3,2,299.79,191.32,450000000
6,1,168.55,56.62,491818809
2,2,749.0,260.19,750000000
3,2,400.0,200.0,450000000
3,2,400.0,200.0,450000000
3,1,290.11,215.5,591761895
2,1,1197.76,300.0,734024965
3,2,254.7,164.91,450000000
5,1,156.77,82.97,486337024
3,2,717.75,147.54,747543178
3,2,165.52,105.09,742447105
2,1,135.43,74.59,370526872
2,2,173.32,122.26,450000000
2,2,807.07,212.96,750000000
3,2,400.0,200.0,450000000
3,2,400.0,219.88,450000000
2,2,780.0,191.13,750000000
3,2,400.0,200.8,450000000
2,2,745.13,218.13,729533300
3,2,147.72,105.36,744704960
2,2,728.97,255.39,750000000
6,1,179.57,68.06,489344765
2,2,175.42,121.25,450000000
3,2,400.0,200.0,450000000
3,2,318.19,170.52,450000000
2,1,170.54,120.0,443217912
2,2,532.17,208.2,750000000
2,1,175.61,117.46,445547080
3,2,165.38,110.72,450000000
3,2,157.76,105.21,743431158
2,1,108.44,63.3,418723559
3,2,400.0,238.55,450000000
2,2,352.66,193.79,450000000
3,1,126.73,66.18,461948800
4,1,178.75,95.33,468688984
3,2,118.92,76.56,450000000
6,1,177.24,57.45,498373691
2,2,900.28,288.13,750000000
2,1,149.25,89.33,396331044
3,2,400.0,210.17,450000000
2,1,1373.85,300.0,724076118
3,2,400.0,244.13,450000000
3,2,169.49,113.74,450000000
2,2,304.1,187.42,450000000
2,2,736.42,213.94,728484705
3,2,400.0,200.0,450000000
3,2,612.58,124.58,724579727
2,2,863.05,287.54,750000000
2,1,114.64,86.56,362377426
2,2,697.38,247.82,750000000
3,2,459.51,126.32,679755910
3,2,246.9,144.83,450000000
2,2,103.17,110.97,450000000
3,1,298.61,227.95,598837946
3,1,291.31,217.25,592755311
3,2,400.0,200.0,450000000
3,2,400.0,200.0,450000000
2,2,104.0,106.0,450000000
3,2,566.79,114.58,714583129
2,2,306.97,187.8,450000000
3,2,193.14,112.15,750000000
3,2,413.26,101.32,711007451
3,2,175.31,118.02,450000000
2,1,149.43,120.0,424025347
2,2,748.52,165.74,750000000
2,2,869.98,263.69,750000000
3,2,110.91,70.67,450000000
4,2,438.42,276.02,898423259
3,2,1388.74,319.51,1500000000
4,3,642.22,177.55,891827151
3,2,1056.51,200.62,1764975569
4,3,633.1,180.44,901476381
3,2,405.75,297.26,865750322
4,4,831.36,298.68,1000000000
2,1,2085.09,108.2,3091752448
3,2,171.75,127.82,864689567
3,2,203.71,129.09,860978419
2,1,2330.6,118.91,3275919782
4,3,783.29,144.23,1715190269
3,2,972.23,193.06,1743058641
2,1,1548.03,166.6,2378469197
2,2,1377.0,222.72,1622717987
3,2,2976.75,149.86,3154332717
2,2,1039.53,205.16,1739678841
2,1,1802.73,151.08,2670567130
2,2,1372.03,200.13,1600133661
3,2,303.12,303.12,812062391
2,2,1309.35,240.39,1669228902
5,3,547.72,207.55,991826277
3,2,807.07,135.31,1774659741
3,2,241.34,149.4,906216744
2,1,2756.82,128.95,3322989516
3,2,1486.69,874.6,1500000000
2,2,1485.89,865.55,1518095381
2,2,1176.48,223.04,1703922123
3,2,1339.68,100.0,1500000000
4,4,832.44,299.0,1000000000
4,3,633.85,180.21,900683454
2,2,1360.22,146.44,1546440776
3,2,355.29,332.53,800000000
4,2,1319.85,135.87,1940412721
4,3,658.67,172.33,874419922
5,4,3582.27,224.38,2434592774
5,3,514.72,226.43,974715725
3,3,750.44,165.83,815825520
3,2,1303.05,100.0,1500000000
3,2,1458.47,714.65,1500000000
3,2,242.86,130.65,856434090
4,4,1562.77,170.39,1901392248
3,2,1463.1,793.16,1500000000
2,2,1302.82,239.53,1670934932
4,3,386.62,178.88,951838627
3,2,1325.77,100.0,1500000000
4,2,1888.68,157.43,2067221660
4,3,2785.97,219.56,2223314770
3,3,1069.66,196.25,1676873264
3,2,278.28,132.06,852322966
3,3,967.94,341.78,995231184
4,3,772.23,140.41,1725243694
3,3,857.33,164.33,1714332521
3,2,1344.76,100.0,1500000000
2,2,1187.03,224.42,1701167744
2,3,1344.17,179.82,1579817023
2,2,1041.05,205.36,1739282799
3,2,1322.37,100.0,1500000000
3,2,1429.89,552.72,1500000000
3,3,934.29,301.51,951505899
3,2,1446.15,721.14,1500000000
3,3,875.46,168.86,1718864208
3,2,130.3,130.3,868595016
4,3,764.57,137.76,1732207917
3,2,601.5,144.93,814801360
3,2,791.52,140.82,1783625132
3,3,706.36,157.19,823952426
3,2,1309.81,203.39,1832104539
3,2,371.06,135.75,841551472
3,1,1279.17,110.4,2345526057
3,3,842.17,160.54,1710541438
4,3,634.21,180.09,900311560
4,4,960.02,337.83,1000000000
3,3,854.44,242.58,892578692
2,1,1630.48,161.58,2473028043
3,2,1350.91,316.38,1500000000
3,2,1435.25,583.09,1500000000
3,2,960.45,188.77,1756379015
3,2,1392.57,341.21,1500000000
4,3,660.38,171.78,872616459
3,3,1006.43,185.41,1682295862
3,2,1414.38,464.84,1500000000
5,3,2711.86,188.62,2250732292
4,4,840.86,151.09,1710787801
2,1,1601.59,163.34,2439894066
2,3,1244.7,226.28,1661861340
5,3,3541.96,227.84,2423663146
2,1,2292.74,121.22,3232496506
3,2,274.31,131.9,852782959
3,3,859.56,314.01,979111421
5,3,3302.02,225.22,2360074732
3,3,966.21,178.51,1685745242
3,3,901.08,167.34,1691331320
2,2,1311.46,235.75,1665485186
3,2,1316.05,168.2,1500000000
2,2,1200.89,226.23,1697548861
4,2,422.08,286.65,882079365
3,2,695.46,113.55,1799118931
3,2,1344.4,100.0,1500000000
5,3,2580.73,183.66,2221501081
4,4,892.5,152.47,1724423653
3,2,1380.61,204.17,1850869656
5,3,464.27,194.63,976219369
3,3,851.58,162.9,1712895141
3,2,808.43,135.58,1774366862
3,1,1298.37,110.34,2363306526
2,1,1107.77,193.43,1873592019
3,2,556.58,234.22,800000000
2,3,1133.25,207.16,1671419366
3,2,944.0,186.0,1736001045
5,3,3529.42,202.42,2730507067
2,2,1478.12,819.07,1528056562
3,3,988.7,182.37,1683816038
2,3,1134.97,207.46,1671271822
2,3,1095.94,200.76,1674619481
3,2,434.3,293.94,800000000
3,2,659.75,147.24,808038578
2,2,1362.85,158.41,1558406994
2,3,1214.73,221.14,1664431528
3,2,1416.25,594.05,1500000000
3,2,1469.13,818.79,1500000000
3,2,438.87,138.45,833679807
4,3,446.52,270.76,906517887
2,2,1493.94,913.72,1507773531
5,4,2810.09,203.74,2230716577
3,3,703.6,158.06,826882935
3,3,717.02,153.8,812674994
3,2,1302.01,108.53,1500000000
2,2,1123.46,216.12,1717764616
3,2,413.96,303.88,800000000
4,2,718.01,121.68,1774535935
5,3,476.3,251.4,936300544
4,3,773.63,140.89,1723977214
3,2,1329.78,100.0,1500000000
2,2,1365.56,170.74,1570736428
3,2,500.21,261.75,800000000
2,1,1885.48,108.74,2906923947
5,3,525.91,219.16,985905829
5,3,572.01,199.84,966123882
3,2,1494.75,920.27,1500000000
4,3,786.33,145.28,1712429722
3,2,444.69,288.86,800000000
4,3,793.22,147.66,1706165954
5,3,3260.93,209.43,2373136854
2,1,2612.71,115.25,3433503733
3,2,1312.94,100.0,1500000000
2,2,1162.98,221.28,1707447311
2,2,1322.42,242.09,1665817122
2,3,1311.6,120.97,1520965856
3,2,1310.24,100.0,1500000000
3,2,1339.92,100.0,1500000000
5,3,472.25,196.25,978724727
2,2,1355.42,124.64,1524639870
3,2,617.19,145.55,812979770
3,2,1316.74,100.0,1500000000
3,2,1421.54,505.39,1500000000
4,2,411.77,293.35,871766097
2,2,1297.9,233.05,1668419919
2,3,1154.2,210.76,1669622255
2,2,1404.46,378.38,1622489916
3,2,558.18,233.44,800000000
3,2,883.15,166.83,1768847221
2,2,1367.73,180.6,1580598032
3,2,400.28,300.82,860275575
2,3,1362.05,212.14,1612141407
4,2,2407.3,215.42,2122959707
2,2,1472.83,787.45,1534831904
4,4,1104.29,158.13,1780340341
3,2,489.33,267.06,800000000
2,2,1066.68,187.01,1718467071
2,2,1347.18,245.32,1659352789
2,1,1573.41,165.05,2407583507
3,3,706.91,157.01,823379608
4,3,793.38,147.71,1706016788
4,3,759.05,135.85,1737229195
2,1,2014.93,138.15,2913915174
3,2,956.83,187.74,1756963604
5,3,454.73,192.7,973223275
4,3,464.01,259.39,924014551
2,2,1178.68,223.33,1703346109
2,2,1353.5,115.92,1515916113
3,2,646.76,190.17,800000000
3,3,867.44,316.02,980282266
2,2,1263.61,234.41,1681172207
2,2,1287.83,237.58,1674848914
3,2,1312.8,100.0,1500000000
2,1,2464.43,107.17,3442994861
3,2,561.69,231.72,800000000
4,3,773.87,140.97,1723754131
2,2,1297.6,232.99,1668485154
2,3,1183.57,215.79,1667104087
4,4,917.78,324.98,1000000000
2,2,1340.63,244.47,1661063174
3,2,1330.71,230.52,1500000000
4,2,704.02,116.84,1787251134
2,3,1332.97,159.59,1559593094
4,3,777.7,142.3,1720270463
3,2,1307.5,100.0,1500000000
3,2,264.24,131.5,853952402
3,2,368.75,188.22,906107166
3,2,185.91,185.91,850402558
2,1,1547.61,166.63,2377991642
3,2,1438.79,689.86,1500000000
3,2,908.54,177.14,1727136222
2,3,1320.9,137.77,1537769859
3,2,2976.79,149.87,3154304006
3,2,235.5,130.36,857288160
5,4,582.11,222.82,1000000000
2,2,1094.29,192.51,1712491231
5,4,2615.42,198.53,2179318867
2,3,1338.35,169.3,1569300871
5,4,564.25,217.38,1000000000
3,2,1373.0,230.35,1500000000
2,2,1363.65,162.07,1562065525
4,2,330.56,167.51,934234472
4,2,732.74,126.76,1761145424
5,4,548.33,212.54,1000000000
3,2,1325.58,208.69,1500000000
2,2,1352.24,110.18,1510182258
4,4,799.96,289.12,1000000000
3,2,251.59,151.48,909435393
4,3,791.47,147.05,1707750062
4,2,1609.27,146.84,2004932956
3,2,952.71,186.58,1757626952
2,2,1089.37,191.53,1713556746
3,3,878.66,169.66,1719664248
4,2,424.83,284.86,884826134
3,3,800.42,202.71,852711153
3,3,813.13,153.28,1703281649
3,3,843.39,157.44,1696278426
3,2,397.86,136.82,838441244
3,2,1344.34,100.0,1500000000
3,2,1352.27,112.88,1500000000
3,1,985.78,111.19,2073873253
3,2,728.65,122.97,1793766866
2,2,1380.39,238.13,1638126282
2,2,1333.17,243.49,1663010364
2,3,1102.48,201.88,1674058097
4,2,1973.4,160.64,2086107195
4,4,816.46,294.14,1000000000
3,2,1489.05,903.45,1500000000
2,2,1254.62,233.24,1683519724
3,3,914.94,169.71,1690142672
3,2,127.92,126.39,870602163
3,2,1366.7,383.47,1500000000
3,2,494.89,264.35,800000000
4,3,749.11,132.42,1746260440
4,4,1042.84,156.49,1764115507
3,2,892.63,169.52,1767317300
3,3,1002.27,184.7,1682652340
4,4,879.25,313.25,1000000000
4,4,791.98,286.69,1000000000
2,2,1375.59,216.31,1616309277
4,3,352.69,172.0,941182863
2,1,2311.05,120.1,3253500214
3,2,812.24,136.34,1773541952
2,1,1765.49,153.35,2627856398
3,2,378.61,136.05,840675219
3,2,1240.99,202.64,1813865574
4,3,760.14,136.23,1736239390
3,2,215.75,215.75,840641185
3,3,873.55,168.39,1718386786
5,3,534.58,208.9,998297721
2,3,1186.84,216.35,1666823131
3,2,1473.29,798.67,1500000000
2,3,1360.3,246.11,1651946484
3,2,1477.7,823.64,1500000000
3,2,1412.19,452.43,1500000000
3,3,976.87,332.93,982930066
3,3,729.85,150.63,800625150
2,2,1190.66,224.89,1700219501
2,3,1147.11,209.54,1670230749
4,4,969.14,340.61,1000000000
3,2,767.51,134.0,1787498024
4,3,776.91,142.02,1720990559
2,2,1312.35,235.93,1665291857
3,2,1310.26,100.0,1500000000
3,2,822.15,138.31,1771396842
3,2,706.96,149.12,802558477
4,3,629.22,181.68,905586611
4,2,306.16,162.55,926570653
5,3,3644.04,228.96,2450718520
4,2,1394.84,138.71,1957130668
2,2,1368.04,182.01,1582006675
3,2,541.68,232.54,931829265
3,2,995.45,172.83,1733885588
4,2,291.92,159.66,922099198
4,2,3255.77,176.4,2940359669
2,1,2728.43,126.25,3344759754
2,2,1356.0,127.29,1527289220
3,2,155.58,155.58,860324993
3,2,137.53,137.53,866228082
4,3,2773.53,219.43,2220018013
2,2,1468.32,760.48,1540611701
2,2,1424.65,499.2,1596599931
3,3,881.75,170.44,1720436709
5,3,544.8,208.48,994922729
2,2,1355.15,123.42,1523422890
2,2,1186.17,210.8,1692604166
3,2,1317.05,100.0,1500000000
3,2,708.78,115.74,1795935601
3,2,1344.39,288.68,1500000000
5,4,646.29,242.35,1000000000
3,2,1333.59,100.0,1500000000
3,3,811.49,151.97,1699014473
3,3,909.01,326.68,986465884
3,2,1310.0,100.0,1500000000
2,2,1355.89,126.78,1526781699
3,2,1447.91,654.83,1500000000
2,3,1319.77,135.73,1535727417
3,3,857.97,159.94,1695027930
3,2,924.62,178.6,1762158610
3,2,620.96,202.77,800000000
2,1,1220.21,186.58,2002531181
3,2,1474.53,805.69,1500000000
3,2,813.13,146.95,1780140824
2,3,1189.49,216.81,1666595743
3,2,832.05,140.29,1769252356
5,3,595.4,192.41,941370454
4,3,788.6,146.06,1710366418
2,1,2502.13,107.07,3477896730
3,2,749.26,123.8,1787173720
2,2,1376.14,218.82,1618817062
